story_id,end,end_cons,consist,inconsH1,inconsH2,cor1,cor2,likEx
0f2fc13c-127c-4c2a-b77e-6c86e1618ed5-1,Tim was listening to music on his speakers very loud.,yes,A,Tim turned off his music so his neighbors couldn't hear it.,Tim was on his bluetooth home speakers. Eventually his neighbors walked downstairs to complain.,Yes,Yes,Explanation B
fa0260b1-cfae-4a39-bf66-1d33f6fe508a1,"He saw his wife cheating on him, so he left her.",No,B,The dress he bought for his daughter was not the one his wife was wearing.,He left his wife because she was cheating on him.,Yes,Yes,Explanation B
a3999d05-9ffa-4821-b188-414521b57b8e-1,Jeff needed a lot of money after he bought the truck.,no,B,The gas money and the car payments made Jeff scale back on driving it.,He could not forget about it if he was still making payments on it.,Yes,No,Explanation A
e2a10f2e-a6f2-451b-8a98-e0b788ad5a97-1,Before he could use it Jim needed to add a bar.,No,B,The den was perfect because Jim added a bar to it.,The den was perfect because Jim added a den to his home.,Yes,Yes,Explanation B
945e06cf-d407-492d-8165-5cb1a45181b9-1,My daughter grew up.,yes,A,She grew up and she doesn't do Dim Sum much any more.,She got sick the first time we went to Dim Sum.,Yes,Yes,Explanation A
7d78d1d9-f175-409b-bac5-a6137e6346bd-1,Gina wanted to move out to another country.,no,A,Gina had a choice to move out of Illinois.,Gina had no choice because she was forced to wait.,Yes,Yes,Explanation B
7088f357-e362-4e7d-866c-8ba02aaf9df3-1,ollie's toy was broken in four pieces when he opened the package.,no,B,The toy was broken in four pieces when he opened the package.,The toy was broken in four pieces when he closed the package.,Yes,No,Explanation A
1ce8f2ab-ba4d-4059-83d2-e908daf47739-1,Jim was shocked when he got back a test with an F on it.,no,B,The teacher would not mix up Jim's exam with someone else's.,The teacher would not mix up Jim's exam with someone else's.,No,No,Explanation B
471ddf8c-5337-405b-8ce9-f1ed07608f12-1,It was difficult to see each other because of their schedules.,yes,A,They were married to other people so they couldn't see each other.,It was difficult to see each other because of their schedules.,No,Yes,Explanation B
781b38d1-8b48-40f9-a0c1-6ce40774c451-1,John's replacement phone was more expensive than he planned.,no,A,The phone was worth it because it was cheap.,"The phone was more expensive than he planned, but he felt it was worth it.",Yes,Yes,Explanation B
1f9b138e-5eda-4341-831c-f6645f6be239-1,She checked the store.,Nola checked the store for her wedding ring. So the answer is yes.,A,Nola's ring was not in the store.,Nola's daughter could not have lost her ring.,No,No,Explanation B
bd8d9a51-f6c7-4006-a5ae-193b1f520cba-1,Sam wanted to be a rockstar and moved to New York.,no,B,Sam was on a mission to be a rockstar and moved to New York.,Sam was on a mission and he quit his job.,Yes,Yes,Explanation B
6a4543ae-d583-41bf-a00d-a3dec1396ba3-1,"At the waiter's suggestion, Carried ordered the special.",yes,A,"Carrie was out at a restaurant with her family. See saw snail and decided to try it. It turned out to taste pretty good, like chicken.",The waiter suggested that Carrie order the special.,Yes,Yes,Explanation A
df72232f-51d3-4b72-a377-9999b7b2aec8-1,Sandra was happy to see pizza instead.,no,A,Sandra was not happy and surprised because she was expecting to eat meatloaf.,Meatloaf is not a pizza.,No,Yes,Explanation A
1734a9b5-938b-414f-8718-450d13658cb22,I was fantastic at the game and look forward to playing more.,no,B,I will play football because I lost every game I played and lost my scholarship.,I can't play football and chess at the same time.,No,Yes,Explanation B
f6d58161-97f9-4aa4-a0e8-37b55be8012f-1,Jeb did not put an apron on.,no,B,Jeb was a mess because he did not put an apron on.,Jeb was not a mess because he went to dinner for the first time.,Yes,No,Explanation A
f497d87f-26dc-47be-a807-fb010fe63dbd-1,Jeff tried several hobbies out.,yes,A,Jeff can't pick his favorite hobby if he hasn't tried any.,Jeff is enjoying his new hobby because he tried several hobbies out.,Yes,Yes,Explanation B
3e2ed36b-1dd3-4164-ab87-af49bd75456c-1,Cathy looked her baby over and found a hair wrapped around her hairbrush.,no,B,Cathy couldn't understand why her baby had started crying. Cathy looked her baby over and found a hair wrapped around her hairbrush. She was relieved to find that the hair was the culprit.,Cathy was relieved to find that the hair was the culprit.,Yes,No,Explanation B
f4b0eac8-d54d-4adf-a879-87bce86caa7d-1,My wife said we needed more money.,no,B,I need to work overtime because I need more money.,A flat iron is not a car part.,Yes,No,Explanation A
a0088fab-aa48-4063-bba6-b86863403b9e-1,Matt's first experience with height was standing on top of a bridge and looking down into the deep waters. He became dizzy and clouded with fear.,yes,A,"Matt is afraid of heights, but he is willing to pretend to be ok with heights.","Matt was deathly afraid of heights. Matt's first experience with height was standing on top of a bridge and looking down into the deep waters. He became dizzy and clouded with fear. He decided he will be ok with heights, as long as he can pretend to be",Yes,No,Explanation A
6c9f5b98-0a7b-41ad-8732-ecf40aee525e-1,"She remembered, apologized and bought her friend a belated gift.",no,B,"She bought her friend a belated gift, but she had forgotten her friend's birthday.",Dorothy's friend did not call her and apologize.,No,No,Explanation A
491e1fc7-eb89-49e6-9e6e-8585972a5e41-1,His mother came into the room for support.,No,A,Roy was afraid of the dentist. Roy explained all of his techniques for painless dentistry. She calmed all of Roy's fears!,Roy's mother was a dentist.,Yes,No,Explanation B
c19ec643-99c6-4a27-bb9d-689ff5d5a0362,Lasanga got Anna instead.,no,B,"The chicken wing restaurant was sold out of chicken, so Anna had to eat something else.",Anna was not happy with her meal of lasagna.,Yes,Yes,Explanation B
63d3b549-e5f5-4ce3-bf3d-db17143fa783-1,My teacher said there was a criminal on campus.,no,B,"The criminal was not on campus, so there was no danger.",The teacher would not let us off school early if we were bad.,No,Yes,Explanation A
4a6f766d-ff27-4624-83ca-e862bb527edd-1,Mark accidentally broke the expensive table on his patio.,no,A,Mark was standing on the patio of his big expensive house. Mark accidentally broke the expensive table on his patio. He wanted to be anywhere else but here.,"Mark's real love lay in music, so he would not want to be anywhere else but here.",Yes,No,Explanation A
587cc9c5-ebeb-4638-a2a3-6e55ede8b3cd-1,Jane wanted to lose weight.,"No, because if she wanted to lose weight she would not be buying food.",A,Ice cream milk is not a low fat alternative.,Jane went to the grocery store to buy food.,No,Yes,Explanation B
30a810e2-38c2-4c52-a162-705e8a23769e-1,Constantine spends the entire bath time shaking in fear.,"Yes, Constantine hates to take a bath.",B,"Constantine is not afraid of bath time, he just hates it.",Constantine is not afraid of bath time because he splashed in the bathtub.,No,Yes,Explanation A
91f7b8ca-eab7-4340-94a3-ecdbfa0d2f52-1,"I practiced piano a lot, especially ""Roll Over Beethoven."".",No,A,I could not play Beethoven at 12 years old.,I could play Beethoven at 12 years old.,No,No,Explanation A
a028dd01-46b3-444e-975c-5285fad6238a-1,Cruz's special cake gave him an allergic reaction.,yes,B,The lady who baked the cake unknowingly used nuts for the frosting.,Cruz was allergic to nuts of all kind.,Yes,No,Explanation A
fa560fe9-c586-4e41-8e03-8dc608ff760c-1,My mom was sad but didn't want to stay at home.,no,A,My mom was laid off from her job today. My mom was awake in bed all day.,My mom was laid off from her job today. My mom was sad but didn't want to stay at home.,No,Yes,Explanation B
8ddca309-3c56-4729-a069-ce2abe499c55-1,Zaiden got into the toilet paper.,yes,A,Zaiden is not the one who had to clean up the toilet paper.,Zaiden is not a 4 year old.,No,No,Explanation A
0368910a-4982-4a27-8fbe-0adac0fe0c75-1,Irma forgot to check a 100 and it was fake.,no,A,Irma was a conscientious bank teller who paid attention to details.,Irma was a conscientious bank teller who paid attention to details.,Yes,Yes,Explanation B
57bebe0c-6ded-44ce-9376-68863356d565-1,Jim heard about a car show.,yes,B,Jim was happy he was able to attend a car show.,Jim was able to attend a car hiding because he loves cars.,Yes,No,Explanation A
2b5568c0-06ae-437a-a768-4d016d127db7-1,"On one unfortunate day, the dog attacked a mailman.",No,A,The dog had to be put down because of that.,The dog was put down because it attacked a mailman.,No,Yes,Explanation B
26a8a0ac-808c-4e6c-abc3-65d4c4bf0a2b-1,Fran got the test.,yes,A,She studied for weeks for a big test.,She studied for weeks for a big test.,Yes,Yes,Explanation A
eb47c2c9-e8c7-4677-8c45-840deb78545c1,She was not paying attention and fell down some stairs.,No,A,Betsy was not paying attention and fell down some stairs.,Betsy broke her shoelace but she did not have to be fitted with a cast.,Yes,No,Explanation A
ca00364b-dd8e-478c-9766-0afa8b9cbf32-1,Seamus did not like skateboarding as much as he did basketball.,no,A,Seamus's friends love to skateboard but he doesn't.,Seamus decided that skateboarding wasn't for him because he did well.,Yes,No,Explanation A
d61c53d4-6bc2-455d-81d6-e0a004059488-1,"Her sister suggested Jill check next to the cat's litter box. Unfortunately, her homework was not there.",No,A,Jill's sister was able to find the homework because she was psychic.,"Jill's sister was not psychic, she was just a good sister.",No,No,Explanation B
08235dd4-17f3-4a96-8604-80b241272c52-1,Frieda's kitchen was very dirty and unorganized.,no,B,Frieda could make oatmeal in a messy kitchen.,Frieda could not make oatmeal in such a mess because she found all the dishes put away.,Yes,No,Explanation B
f86fcc2d-e9b5-4bbb-9267-8adaa7fd505e-1,Gina went to get them replaced.,no,B,Gina forgot she had broken her windshield wiper blades. When Gina left it started raining. Halfway to her destination a part of the blade broke and flew off.,Gina had broken her windshield wiper blades before she went to get them replaced.,Yes,Yes,Explanation A
c0b47103-e22e-4a61-bff1-031c334105231,he hated everyone.,Jeremy has a distinct and strong personality. he hated everyone.,B,Jeremy's strong personality is not a problem for his workplace.,Jeremy has a distinct and strong personality but he does not hate everyone.,Yes,Yes,Explanation B
8d972823-5611-4327-86ed-8971b348d0e7-1,Elsie's microwave turned out to be broken and she asked for her sister to help.,no,A,Her sister fixed the microwave without a problem.,"The door broke when he opened it, so he must have fixed it.",Yes,No,Explanation B
023d557e-1fc5-4369-9eab-ff4092e696ee-1,Weston had to get help with his math.,yes,A,Weston's mom could not get him out of school if he had to stay at the school.,Weston was in the third grade. Weston had to get help with his math. Weston had to stay at the school until late that night.,No,Yes,Explanation B
65a88036-4468-4e23-ac5d-4cbe73d2939b-1,Then it started to rain and he felt inspired.,No,A,The artist would not be able to create if he was sleepy.,The artist was inspired by the rain.,Yes,Yes,Explanation B
aa30b153-b82c-49a6-a8f9-95b88ec89abf-1,Sally went to the drive through at her bank.,No,A,A 20 dollar bill is too much money to put in the tube.,A 20 dollar bill is too much money to put in a tube.,No,No,Explanation A
847fb1fc-aa6c-443c-98aa-fd4af3847c731,"He had to clean before he could read it, so he got it done quickly.",no,B,"Noah had to clean before he could read it, so he got it done quickly. He went back to reading his book.",Noah went back to reading his book after he heard a soft noise outside that terrified him.,Yes,Yes,Explanation A
0a6db8cc-a132-4588-b5d5-2ea500b33c052,Brittany met some nice people and not nice people online.,yes,A,Brittany met some nice people and not nice people online.,Brittany was playing with a group of people she didn't like.,Yes,No,Explanation A
52b3ce46-f8e2-4697-94c5-bd21af4f71ce-1,Mark and Jaden flipped a coin for the movie.,no,B,Mark and Jaden flipped a coin for the movie. Jaden won the coin flip and they went to see a comedy.,They couldn't agree about what type of movie to see if they were going to flip a coin.,Yes,No,Explanation A
9f2fbd18-4cac-454a-9eca-fdad3568074f-1,Ryan studied hard one day after school.,no,A,Ryan passed the class because he had a tutor.,Ryan always had a hard time in class.,Yes,No,Explanation B
ba2be5dc-370c-4a83-9039-47bd7cbeefa3-1,Gabrielle was really craving pizza and ate some.,no,A,"Gabrielle was trying to stay on a gluten-free diet, but she ate pizza anyway.","Gabrielle was trying to stay on a gluten-free diet, but she ate gluten-free pizza.",Yes,Yes,Explanation A
002af9dc-dadd-496e-8b5f-c89bebc1fdb11,Cindy burnt her hand on a ice cream cone.,no,A,Ice cream cones are not hot enough to burn hands.,Cold water would not help with the coffee stain.,Yes,No,Explanation A
