ID,Sky,Temperature,Precipitation,Wind,Animal,Place,CSW,CSS,CSS_and,CSS_or,CSS_both,CSP,CSP_simple,CSP_know,CSP_gen,CSP_pizza,CSP_drizzle,CSP_shower,S1,S2,CSA,T5,Falcon
116,overcast,29,18,61,fish,mountains,There is strong wind.,The sky is overcast,The sky is overcast,The sky is overcast,The sky is overcast,There is storm.,There is rain.,There is rain.,There will be rain.,There is rain.,There is rain.,There is rain.,"S, P, T, W",The sky is overcast. There is storm. 18 mm/h. The temperature is 29 °C. There is strong wind 61 km/h.,The sky is overcast. There is storm. 18 mm/h. The temperature is 29 °C.,Tomorrow in the mountains the sky is overcast. There is storm. 18 mm/h. The temperature is 29 °C. There is strong wind 61 km/h.,"
Tomorrow, on the mountains, the weather will be overcast with stormy conditions. There will be 18 mm/h of precipitation. The temperature will be 29 °C. Additionally, there will be a strong wind blowing at 61 km/h."
117,clear,21,12,76,bird,city,There is strong wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow,There is rain.,No snow,There is rain.,There is rain.,There is rain.,"W, S, P, T",There is strong wind 76 km/h. The sky is clear. There is no rain and no snow 12 mm/h. The temperature is 21 °C.,There is strong wind 76 km/h. The sky is clear. There is no rain and no snow 12 mm/h. The temperature is 21 °C.,Tomorrow in the city there is strong wind 76 km/h. The sky is clear. There is no rain and no snow 12 mm/h. The temperature is 21 °C.,"
The weather forecast for tomorrow in the city is for strong wind at 76 km/h, clear skies, no rain, and no snow. The temperature is expected to be 21 °C."
118,cloudy,21,0,44,fish,meadows,There is wind,The sky is cloudy,The sky is cloudy,The sky is cloudy,The sky is cloudy,There is no rain and no snow,There is no rain and no snow,There is no rain and no snow,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,"S, P, T, W",The sky is cloudy. There is no rain and no snow 0 mm/h. The temperature is 21 °C. There is wind 44 km/h.,The sky is cloudy. There is no rain and no snow 0 mm/h. The temperature is 21 °C.,The sky is cloudy. The temperature is 21 °C. The wind is 44 km/h.,"
The weather forecast for tomorrow is that it will be cloudy with no rain or snow. The temperature will be 21 °C, and there will be a gentle breeze blowing at 44 km/h."
119,overcast,5,18,40,bird,city,There is wind,There is smog,There is smog,There is smog,There is smog,There is rain,There is rain.,There is snow.,There will be snow.,There is snow,There is snow,There is rain.,"W, S, P, T",There is wind 40 km/h. There is smog. There is rain 18 mm/h. The temperature is 5 °C.,There is smog. There is rain 18 mm/h. The temperature is 5 °C.,"Tomorrow in the city there is smog, wind 40 km/h, rain 18 mm/h and temperature 5 °C.","
Tomorrow in the city, there will be wind blowing at 40 km/h. The air will be filled with smog, and there will be rain falling at a rate of 18 mm/h. The temperature will be around 5 °C."
120,cloudy,-1,2,55,bird,meadows,There is strong wind.,The sky is cloudy,The sky is cloudy,The sky is cloudy,The sky is cloudy,There is snow,There is snow,There is snow.,There will be snow.,There is snow.,There is snow.,There is snow.,"W, S, P, T",There is strong wind 55 km/h. The sky is cloudy. There is snow 2 mm/h. The temperature is -1 °C.,There is strong wind 55 km/h. The sky is cloudy. There is snow 2 mm/h. The temperature is -1 °C.,Tomorrow in the meadows there is strong wind 55 km/h. The sky is cloudy. There is snow 2 mm/h. The temperature is -1 °C.,"
Tomorrow on the meadows, there will be strong wind at 55 km/h. The sky will be cloudy, and there will be 2 mm of snow. The temperature will be -1 °C."
121,clear,22,14,70,cat,mountains,There is strong wind.,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow.,There is rain.,No snow,There is rain.,There is rain.,There is rain.,"P, S, T, W",The temperature is 22 °C. The sky is clear. There is no rain and no snow 14 mm/h. There is strong wind 70 km/h.,The temperature is 22 °C. The sky is clear. There is no rain and no snow 14 mm/h.,The temperature will be 22 °C. The sky will be clear. There will be no rain and no snow. The wind will be strong.,"
The weather forecast for tomorrow is for the mountains. The temperature will be 22 °C. The sky will be clear, with no rain or snow. There will be a strong wind at 70 km/h."
122,clear,-9,6,27,bird,mountains,There is wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is snow,There is snow,No snow.,There is snow,There is snow.,There is snow.,"W, S, P, T",There is wind 27 km/h. The sky is clear. There is no rain and no snow 6 mm/h. The temperature is -9 °C.,There is no rain and no snow 6 mm/h. The temperature is -9 °C.,The temperature will be -9 °C. The wind will blow 27 km/h. The sky will be clear.,"
Tomorrow on the mountains, the weather will be clear with a gentle breeze blowing at 27 km/h. There will be no rain or snow, and the temperature will be -9 °C."
123,cloudy,16,0,42,cat,beach,There is wind,There is mist,There is mist,There is mist,There is mist,There is no rain and no snow,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,There is no rain and no snow.,"T, S, P, W",The temperature is 16 °C. There is mist. There is no rain and no snow 0 mm/h. There is wind 42 km/h.,The temperature is 16 °C. There is mist. There is no rain and no snow 0 mm/h. There is wind 42 km/h.,Tomorrow in/on the beach the temperature is 16 °C. There is mist. There is no rain and no snow 0 mm/h. There is wind 42 km/h.,"
The weather forecast for tomorrow on the beach is for sunny skies with a temperature of 16 °C. There will be a light mist, no rain, and no snow. The wind will be blowing at 42 km/h."
124,clear,-9,7,64,bird,city,There is strong wind.,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is snow,There is snow,There is no snow.,There is snow,There is snow.,There is snow,"W, S, P, T",There is strong wind 64 km/h. The sky is clear. There is no rain and no snow 7 mm/h. The temperature is -9 °C.,There is strong wind 64 km/h. The sky is clear. There is no rain and no snow 7 mm/h. The temperature is -9 °C.,Tomorrow in the city there is strong wind 64 km/h. The sky is clear. There is no rain and no snow 7 mm/h. The temperature is -9 °C.,"
Tomorrow in the city, there will be strong wind at 64 km/h. The sky will be clear, with no rain or snow. The temperature will be -9 °C."
125,clear,-7,10,78,bird,beach,There is strong wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is snow,There is snow,There is no snow.,There is snow,There is snow.,There is snow,"W, S, P, T",There is strong wind 78 km/h. The sky is clear. There is no rain and no snow 10 mm/h. The temperature is -7 °C.,There is strong wind 78 km/h. The sky is clear. There is no rain and no snow 10 mm/h. The temperature is -7 °C.,Tomorrow in/on the beach there is strong wind 78 km/h. The sky is clear. There is no rain and no snow 10 mm/h. The temperature is -7 °C.,"
Tomorrow on the beach, the weather will be sunny with a strong wind at 78 km/h. There will be no rain or snow, and the temperature will be -7 °C."
126,clear,-10,17,1,cat,city,There is no wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is snow,There is snow,No snow,There is snow,There is snow,There is snow,"P, S, T, W","P, S, T, W","P, S, T","P, S, T, W","'Tomorrow in the city, it will be partly sunny with a chance of showers. P, S, T, W.'"
127,clear,7,13,39,bird,city,There is wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow.,There is snow.,No snow.,There is rain.,There is rain.,There is rain.,"W, S, P, T",There is wind 39 km/h. The sky is clear. There is no rain and no snow 13 mm/h. The temperature is 7 °C.,There is no rain and no snow 13 mm/h. The temperature is 7 °C.,Tomorrow in the city there is wind 39 km/h. The sky is clear. There is no rain and no snow 13 mm/h. The temperature is 7 °C.,"
Tomorrow in the city, the weather will be clear with a gentle breeze blowing at 39 km/h. The sky will be blue and there will be no rain or snow. The temperature will be around 7 °C."
128,clear,12,15,79,fish,meadows,There is strong wind.,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow.,There is no rain and no snow.,No snow,There is rain.,There is rain.,There is rain.,"P, S, T, W",There is no rain and no snow 15 mm/h. The temperature is 12 °C. There is strong wind 79 km/h.,There is no rain and no snow 15 mm/h. The temperature is 12 °C.,Tomorrow in the meadows there is no rain and no snow 15 mm/h. The temperature is 12 °C. There is strong wind 79 km/h.,"
The weather forecast for tomorrow is: Expect sunny skies and a comfortable temperature of 12 °C. There will be a gentle breeze blowing at 79 km/h, providing a pleasant day to enjoy the meadows."
129,clear,-2,13,45,bird,city,There is wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow,There is snow,No snow.,There is snow,There is snow,There is snow,"W, S, P, T",There is wind 45 km/h. The sky is clear. There is no rain and no snow 13 mm/h. The temperature is -2 °C.,There is no rain and no snow 13 mm/h. The temperature is -2 °C.,Tomorrow in the city there is wind 45 km/h. The sky is clear. There is no rain and no snow 13 mm/h. The temperature is -2 °C.,"
Tomorrow in the city, the weather will be clear with a gentle breeze blowing at 45 km/h. The sky will be blue and there will be no rain or snow. The temperature will be -2 °C."
130,cloudy,23,17,33,bird,mountains,There is wind,The sky is cloudy,The sky is cloudy,The sky is cloudy,The sky is cloudy,There is storm.,There is rain.,There is rain.,There will be rain.,There is rain.,There is rain.,There is rain.,"W, S, P, T",There is wind 33 km/h. The sky is cloudy. There is storm 17 mm/h. The temperature is 23 °C.,The sky is cloudy. There is storm 17 mm/h. The temperature is 23 °C.,Tomorrow in the mountains there is wind 33 km/h. The sky is cloudy. There is storm 17 mm/h. The temperature is 23 °C.,"
Tomorrow on the mountains, there will be a strong wind at 33 km/h. The sky will be cloudy, and there will be a storm with 17 mm/h winds. The temperature will be around 23 °C."
131,overcast,14,9,68,cat,meadows,There is strong wind,The sky is overcast,There is mist,The sky is overcast,There is mist,There is rain,There is rain.,There is rain.,There will be rain.,There is rain.,There is rain.,There is rain.,"T, S, P, W",The temperature is 14 °C. The sky is overcast. There is rain 9 mm/h. There is strong wind 68 km/h.,The temperature is 14 °C. The sky is overcast. There is rain 9 mm/h.,The temperature will be 14 °C. The sky will be overcast. There will be rain 9 mm/h. The wind will be strong 68 km/h.,"
The weather forecast for tomorrow is: Expect a cloudy day with a temperature of 14 °C. There will be a chance of rain with 9 mm/h precipitation. A strong wind will blow at 68 km/h."
132,overcast,15,5,2,cat,mountains,There is no wind,The sky is overcast,There is mist,The sky is overcast,There is mist,There is storm.,There is rain.,There is rain.,There is rain.,There is rain.,There is rain.,There is rain.,"T, S, P, W",The temperature is 15 °C. The sky is overcast. There is storm. 5 mm/h. There is no wind 2 km/h.,The temperature is 15 °C. The sky is overcast. There is storm. 5 mm/h. There is no wind 2 km/h.,The temperature will be 15 °C. The sky will be overcast. There will be a storm with 5 mm/h. There will be no wind with 2 km/h.,"
The weather forecast for tomorrow is for the mountains. The temperature will be 15 °C, and there will be a storm with 5 mm/h of precipitation. There will be no wind at 2 km/h."
133,clear,13,5,42,bird,city,There is wind,The sky is clear,The sky is clear,The sky is clear,The sky is clear,There is no rain and no snow,There is no rain and no snow.,There is rain.,No snow,There is rain.,There is rain.,There is rain.,"W, S, P, T",There is wind 42 km/h. The sky is clear. There is no rain and no snow 5 mm/h. The temperature is 13 °C.,There is no rain and no snow 5 mm/h. The temperature is 13 °C.,Tomorrow in the city there is wind 42 km/h. The sky is clear. There is no rain and no snow 5 mm/h. The temperature is 13 °C.,"
Tomorrow in the city, the weather will be clear with a gentle breeze blowing at 42 km/h. There will be no rain or snow, and the temperature will be a comfortable 13 °C."
134,cloudy,-9,0,78,cat,beach,There is strong wind,There is mist,There is mist,There is mist,There is mist,There is no rain and no snow,There is snow,There is snow.,Snow,There is snow,There is snow,There is snow,"T, S, P, W",The temperature is -9 °C. There is mist. There is no rain and no snow 0 mm/h. There is strong wind 78 km/h.,The temperature is -9 °C. There is mist. There is no rain and no snow 0 mm/h. There is strong wind 78 km/h.,Tomorrow in/on the beach the temperature is -9 °C. There is mist. There is no rain and no snow 0 mm/h. There is strong wind 78 km/h.,"
Tomorrow on the beach, the temperature will be -9 °C, there will be mist, no rain or snow, and strong wind at 78 km/h."
